start	end	versus	chrom
95315143	95665939	right	chr16
95677036	95688595	left	chr16
95705871	95734929	left	chr16
95740294	96027708	right	chr16
96033409	96447765	left	chr16
96453489	96528436	right	chr16
96534142	96614218	left	chr16
96620001	96821300	right	chr16
96827000	96873114	left	chr16
96878825	97471306	right	chr16
97476804	97580549	left	chr16
97585899	97666494	right	chr16
97672319	97758667	left	chr16
97764488	97799057	right	chr16
3018781	3277939	right	chr17
3283726	3450448	left	chr17
3455940	3484564	right	chr17
3490330	3898763	left	chr17
3910096	4013871	right	chr17
4025077	4054171	left	chr17
4059933	4111605	right	chr17
4117031	4128700	left	chr17
4134365	4152061	right	chr17
4168976	4249316	right	chr17
4255082	4347424	left	chr17
4353195	4416549	right	chr17
4421875	4502581	left	chr17
4508057	4629283	right	chr17
4634570	4709453	left	chr17
4715014	4910948	right	chr17
4916640	5100689	left	chr17
5106352	5681256	right	chr17
5686879	5721709	left	chr17
5727224	5848285	right	chr17
5853536	5888187	left	chr17
5893824	6008811	right	chr17
6014875	6302255	left	chr17
6308088	6584863	right	chr17
6603432	6620915	right	chr17
6626775	6638117	right	chr17
6661247	6764899	left	chr17
6787738	6983216	left	chr17
6994748	7012256	right	chr17
7029360	7098371	left	chr17
7155891	7184563	right	chr17
7196349	7409117	left	chr17
7414563	7431824	right	chr17
7437403	7523910	left	chr17
7529868	7937921	right	chr17
7943886	8023993	left	chr17
8030099	8104759	right	chr17
8110533	8351923	left	chr17
8369127	8484308	right	chr17
8489995	8524360	left	chr17
8530111	8553256	right	chr17
8558915	9070522	left	chr17
9076575	9197018	right	chr17
9208512	9243118	left	chr17
9249120	9415636	right	chr17
9421431	9743691	left	chr17
9748932	9829711	right	chr17
9835324	9938932	left	chr17
9944635	10053724	right	chr17
10059404	10266474	left	chr17
10272144	10324023	right	chr17
10329757	10341301	left	chr17
10347060	10393096	right	chr17
10398890	10427708	left	chr17
10433450	10508033	right	chr17
10519813	10611616	left	chr17
10617437	10669112	right	chr17
10675119	10876006	left	chr17
10881692	10968437	right	chr17
10973798	11083210	left	chr17
11089077	11221220	right	chr17
11238384	11612284	right	chr17
11617722	11641172	left	chr17
11646718	11773364	right	chr17
11778762	11894142	left	chr17
11899871	11985964	right	chr17
11991453	12164281	left	chr17
12169755	12371322	right	chr17
12376699	12469115	left	chr17
12474400	12607137	right	chr17
12612526	12859821	left	chr17
12865400	13101311	right	chr17
13118553	13239538	left	chr17
13245226	13411776	right	chr17
13417534	13686400	left	chr17
13692117	13853017	right	chr17
13858496	14065961	left	chr17
14071479	14088582	right	chr17
14106095	14117433	right	chr17
14123259	14209653	left	chr17
14215013	14635049	right	chr17
14640711	14824590	left	chr17
14830291	14842267	right	chr17
14847958	14893701	left	chr17
14899263	14934162	right	chr17
14939803	14968638	left	chr17
14974536	15037643	right	chr17
15043213	15152503	left	chr17
15158451	15221507	right	chr17
15227508	15623983	left	chr17
15629784	15658729	right	chr17
15664413	15865398	left	chr17
15871433	15969144	right	chr17
15980485	16090028	left	chr17
16095478	16118430	right	chr17
16124446	16210525	left	chr17
16216320	16308519	right	chr17
16320038	16354284	left	chr17
16365626	16503601	right	chr17
16515142	16762743	left	chr17
16773790	17050091	right	chr17
17055708	17205266	left	chr17
17211111	17222347	right	chr17
17233878	17303000	left	chr17
17308729	17331863	right	chr17
17349268	17481275	left	chr17
17486944	17562093	right	chr17
17573371	17826563	left	chr17
17832225	17981633	right	chr17
17987379	18010349	left	chr17
18016239	18119704	right	chr17
18125140	18303532	left	chr17
18315184	18338225	right	chr17
18355528	18516488	right	chr17
18527902	18631349	left	chr17
18636921	18734678	right	chr17
18746065	18850027	left	chr17
18855515	18884348	right	chr17
18895646	18941792	left	chr17
18947421	19131528	right	chr17
19137359	19183382	left	chr17
19194601	19269444	right	chr17
19275371	19395924	left	chr17
19402006	19493849	right	chr17
19505043	19643399	left	chr17
19649003	19821716	right	chr17
19827248	19925003	left	chr17
19942449	20017095	right	chr17
20022903	20143612	left	chr17
20149316	20229761	right	chr17
20235343	20310368	left	chr17
20316178	20419469	right	chr17
20425250	20459757	left	chr17
20465402	21028894	right	chr17
21040564	21201452	left	chr17
21213260	21241710	right	chr17
21247629	21632714	left	chr17
21638381	21764989	right	chr17
21776602	21926315	left	chr17
21932028	22018037	right	chr17
22023834	22104269	left	chr17
22127417	22409281	right	chr17
22414578	22432293	left	chr17
22437745	22449124	right	chr17
22454980	22524263	left	chr17
22529587	23231516	right	chr17
23236889	23283097	left	chr17
23288872	23398201	right	chr17
23403950	23490098	left	chr17
23495997	23530357	right	chr17
23536060	23604868	left	chr17
23611004	23691411	right	chr17
23697088	23794810	left	chr17
23800663	23892557	right	chr17
23898063	23972993	left	chr17
23978623	24168717	right	chr17
24174531	24260596	left	chr17
24266115	24341227	right	chr17
24347053	24369619	left	chr17
24381240	24433211	right	chr17
24439029	24507652	left	chr17
24513568	24605546	right	chr17
24611078	24766684	left	chr17
24772557	24858381	right	chr17
24864342	24996490	left	chr17
25002447	25019435	right	chr17
25025213	25151988	left	chr17
25157716	25180370	right	chr17
25186346	25214971	left	chr17
25220661	25312736	right	chr17
25318590	25410834	left	chr17
25416315	25496707	right	chr17
25502723	25583055	left	chr17
25588926	25617856	right	chr17
25623194	25692153	left	chr17
25703702	25859164	right	chr17
25864975	25945540	left	chr17
25951245	26026072	right	chr17
26031580	26100443	left	chr17
26106170	26140719	right	chr17
26146365	26169457	left	chr17
26175103	26324754	right	chr17
26330401	26405554	left	chr17
26410965	26509113	right	chr17
26514360	26693049	left	chr17
26698652	26779138	right	chr17
26785013	26899940	left	chr17
26905676	26974498	right	chr17
26980093	26997569	left	chr17
27003264	27129673	right	chr17
27135436	27176015	left	chr17
27181551	27371401	right	chr17
27377265	27446282	left	chr17
27451614	27503624	right	chr17
27509417	27607012	left	chr17
27612919	27647245	right	chr17
27653259	27751025	left	chr17
27756492	27814038	right	chr17
27819769	27911959	left	chr17
27917754	28089927	right	chr17
28095591	28158878	left	chr17
28164939	28187853	right	chr17
28193434	28314245	left	chr17
28319851	28349013	right	chr17
28354538	28429311	left	chr17
28435236	28550228	right	chr17
28555683	28670643	left	chr17
28682550	28768380	right	chr17
28774185	28785858	left	chr17
28791313	28872276	right	chr17
28877889	28952802	left	chr17
28958350	29044781	right	chr17
29050357	29061904	left	chr17
29067765	29119296	right	chr17
29125038	29234475	left	chr17
29240179	29326492	right	chr17
29331945	29452617	left	chr17
29458668	29625242	right	chr17
29631232	29941478	left	chr17
29947551	30211620	right	chr17
30223223	30430430	left	chr17
30435975	30671854	right	chr17
30677540	30717920	left	chr17
30723432	30872950	right	chr17
30878774	30959529	left	chr17
30964829	31074512	right	chr17
31080230	31149340	left	chr17
31212112	31309958	right	chr17
31315840	31453974	left	chr17
31459587	31615016	right	chr17
31620397	31730040	left	chr17
31735702	31816210	right	chr17
31822004	32253078	left	chr17
32258595	32327624	right	chr17
32333640	32695819	left	chr17
32701596	33190426	right	chr17
33201887	33224691	left	chr17
33230585	33253438	right	chr17
33259170	33368830	left	chr17
33380230	33518139	right	chr17
33535442	33581417	right	chr17
33587006	33840236	left	chr17
33845699	33966418	right	chr17
33972386	34047159	left	chr17
34052746	34403805	right	chr17
34409450	34518826	left	chr17
34524176	34650785	right	chr17
34656608	34955846	left	chr17
34961446	35047384	right	chr17
35053550	35076206	left	chr17
35087887	35110650	left	chr17
35116468	35208515	right	chr17
35214268	35283457	left	chr17
35288843	35375417	right	chr17
35380862	35467431	left	chr17
35473229	35518884	right	chr17
35536277	35979002	left	chr17
35984604	36468016	right	chr17
36473416	36950852	left	chr17
36956628	37071588	right	chr17
37083060	37186705	left	chr17
37192504	37324542	right	chr17
37341813	37451294	left	chr17
37456949	37473967	right	chr17
37479881	37491202	left	chr17
37496832	37525694	right	chr17
37531803	37606349	left	chr17
37611996	37750323	right	chr17
37755741	38002916	left	chr17
38014470	38129803	right	chr17
38135421	38209885	left	chr17
38215659	38336449	right	chr17
38348180	38411436	left	chr17
38422790	38647080	right	chr17
38652732	38704461	left	chr17
38710267	38750553	right	chr17
38756277	38945868	left	chr17
38951752	39129882	right	chr17
39135970	39273705	left	chr17
39279744	39457774	right	chr17
39526651	39664685	left	chr17
39670618	39756897	right	chr17
39762664	39883508	left	chr17
39889047	39963781	right	chr17
39975414	40050337	left	chr17
40055607	40119211	right	chr17
40130734	40262806	left	chr17
40268574	40418065	right	chr17
40429549	40544492	left	chr17
40550422	40659832	right	chr17
40665435	40676715	left	chr17
40682579	40774620	right	chr17
40780065	40929979	left	chr17
40947123	41119782	right	chr17
41125277	41159800	left	chr17
41165525	41223297	right	chr17
41228814	41321044	left	chr17
41337937	41470383	right	chr17
41481715	41642722	left	chr17
41648768	42436281	right	chr17
42442211	42534154	left	chr17
42539642	42626023	right	chr17
42632034	42655086	left	chr17
42666276	42689114	left	chr17
42695250	42723840	right	chr17
42741085	42752668	right	chr17
42758316	42850354	left	chr17
42856140	42925261	right	chr17
42930811	43379263	left	chr17
43384964	43408234	right	chr17
43413750	43442390	left	chr17
43448442	43580564	right	chr17
43586439	43689723	left	chr17
43695708	43781851	right	chr17
43787454	43850893	left	chr17
43856628	43902832	right	chr17
43919960	44081112	right	chr17
44086700	44201702	left	chr17
44207248	44851571	right	chr17
44856960	44868527	left	chr17
44874183	44903196	right	chr17
44909015	45000672	left	chr17
45006491	45029603	right	chr17
45046554	45069682	right	chr17
45075303	45156173	left	chr17
45161653	45190816	right	chr17
45196474	45219491	left	chr17
45224810	45351787	right	chr17
45357054	45466762	left	chr17
45472475	45547238	right	chr17
45552665	45661968	left	chr17
45667990	45754154	right	chr17
45759824	45828920	left	chr17
45834317	45869245	right	chr17
45875015	45949704	left	chr17
45955259	46024270	right	chr17
46030211	46099259	left	chr17
46104702	46185393	right	chr17
46190860	46254211	left	chr17
46259822	46340526	right	chr17
46346551	46501799	left	chr17
46507079	46622305	right	chr17
46628171	46788909	left	chr17
46794775	46823811	right	chr17
46829092	46858359	left	chr17
46863594	46984482	right	chr17
46990474	47180161	left	chr17
47185651	47260668	right	chr17
47266201	47358486	left	chr17
47364257	47473136	right	chr17
47478862	48174897	left	chr17
48180722	48209353	right	chr17
48224487	48253164	left	chr17
48258791	48298708	right	chr17
48304879	48321857	left	chr17
48327502	48379566	right	chr17
48384948	48408342	left	chr17
48413745	48586658	right	chr17
48592107	48603524	left	chr17
48609250	48689791	right	chr17
48695777	48782130	left	chr17
48787801	49259245	right	chr17
49264741	49288002	left	chr17
49311012	49489293	right	chr17
49495076	49581375	left	chr17
49586848	49615619	right	chr17
49632774	49650274	right	chr17
49655904	49914972	left	chr17
49920615	49937943	right	chr17
49949076	50035651	right	chr17
50047124	50317126	left	chr17
50340295	50524105	left	chr17
50530176	50627706	right	chr17
50633651	50805995	left	chr17
50811857	51030175	right	chr17
51047674	51128160	left	chr17
51133796	51219977	right	chr17
51225431	51340609	left	chr17
51346530	51432700	right	chr17
51438607	51570600	left	chr17
51576512	51691642	right	chr17
51708903	51743471	left	chr17
51748757	51794881	right	chr17
51806534	51818186	left	chr17
51823472	51967353	right	chr17
51972927	52053776	left	chr17
52065094	52140184	right	chr17
52145635	52277955	left	chr17
52283640	52306712	right	chr17
52317941	52427705	left	chr17
52456333	52617186	right	chr17
52623061	52634683	left	chr17
52657489	52858760	right	chr17
52864266	52952798	left	chr17
52958516	52981448	right	chr17
52985259	53128747	left	chr17
53140662	53272700	right	chr17
53278436	53427972	left	chr17
53491263	53520125	left	chr17
53537032	53703888	left	chr17
53715254	53870928	right	chr17
53876433	53905061	left	chr17
53916923	54049130	right	chr17
54060657	54164130	left	chr17
54169927	54256216	right	chr17
54261925	54376675	left	chr17
54388027	54497378	right	chr17
54503111	54606521	left	chr17
54612591	54675566	right	chr17
54687346	54721620	left	chr17
54727436	55526598	right	chr17
55538260	55693714	left	chr17
55699067	55756592	right	chr17
55762653	55883369	left	chr17
55894407	56176583	right	chr17
56182073	56291263	left	chr17
56296889	56371706	right	chr17
56377706	56429522	left	chr17
56434831	56532949	right	chr17
56538530	56613545	left	chr17
56618974	56642106	right	chr17
56653394	57159465	left	chr17
57165248	57211579	right	chr17
57216973	57412703	left	chr17
57424206	57550604	right	chr17
57556493	57769195	left	chr17
57780520	57809635	right	chr17
57815173	57895567	left	chr17
57901567	58033558	right	chr17
58039181	58096828	left	chr17
58108180	58131346	right	chr17
58137150	58171420	left	chr17
58177244	58292272	right	chr17
58298093	58378489	left	chr17
58384471	58442064	right	chr17
58447774	58539572	left	chr17
58545406	58718061	right	chr17
58723644	58809746	left	chr17
58815827	58971028	right	chr17
58976471	59062784	left	chr17
59068544	59275588	right	chr17
59281401	59321505	left	chr17
59333271	59390826	right	chr17
59396555	59511603	left	chr17
59517325	59626440	right	chr17
59631965	59712847	left	chr17
59718409	59752786	right	chr17
59758806	59885076	left	chr17
59890682	60080455	right	chr17
60086241	60241779	left	chr17
60253226	60362162	right	chr17
60368044	60465734	left	chr17
60471389	60557698	right	chr17
60563398	60684187	left	chr17
60690320	60891147	right	chr17
60897105	61023587	left	chr17
61029160	61132945	right	chr17
61138391	61207652	left	chr17
61213091	61322776	right	chr17
61328117	61454767	left	chr17
61460350	61500849	right	chr17
61506519	61609890	left	chr17
61621566	61759440	right	chr17
61765150	61851858	left	chr17
61857452	61891830	right	chr17
61931896	61949267	left	chr17
61960920	61978302	left	chr17
61986720	62009846	left	chr17
62072670	62130658	right	chr17
62136148	62199590	left	chr17
62205386	62320419	right	chr17
62325701	62446682	left	chr17
62452425	62475274	right	chr17
62481095	62688157	left	chr17
62693720	62901113	right	chr17
62906427	62993005	left	chr17
62998516	63182614	right	chr17
63188368	63303401	left	chr17
63308945	63539216	right	chr17
63964457	64108550	right	chr17
64113988	64476562	left	chr17
64482308	64505433	right	chr17
64510851	64666087	left	chr17
64671877	65195295	right	chr17
65201048	65212427	left	chr17
65218019	65275878	right	chr17
65281303	65344797	left	chr17
65350212	65431137	right	chr17
65436556	65540103	left	chr17
65551707	65626424	right	chr17
65632155	65764345	left	chr17
65770080	65896942	right	chr17
65902606	66023364	left	chr17
66028692	66121140	right	chr17
66126835	66546621	left	chr17
66552376	66632771	right	chr17
66638429	66649982	left	chr17
66655870	66839720	right	chr17
66851136	66966360	right	chr17
66971897	67155974	left	chr17
67161754	67207879	right	chr17
67213214	67345631	left	chr17
67357124	67403306	left	chr17
67409141	67570218	right	chr17
67575418	68052949	left	chr17
68070005	68121824	right	chr17
68127610	68213861	left	chr17
68219819	68254307	right	chr17
68259900	68328912	left	chr17
68334441	68421138	right	chr17
68426577	68495651	left	chr17
68507372	68656610	right	chr17
68662413	68771479	left	chr17
68777162	68938482	right	chr17
68943917	69047510	left	chr17
69053328	69070895	right	chr17
69081962	69248893	left	chr17
69254803	69410009	right	chr17
69415650	69530912	left	chr17
69536198	69657438	right	chr17
69663151	69697347	left	chr17
69703224	69823999	right	chr17
69829631	69858707	left	chr17
69864256	70238017	right	chr17
70243504	70306931	left	chr17
70312658	70427723	right	chr17
70433345	70634725	left	chr17
70640496	70715233	right	chr17
70720749	70789905	left	chr17
70795600	70887709	right	chr17
70893488	71077341	left	chr17
71082972	71163809	right	chr17
71175209	71376708	left	chr17
71393553	71727306	left	chr17
71732856	71801810	right	chr17
71807651	71882362	left	chr17
71888074	72382474	right	chr17
72388240	72463366	left	chr17
72469097	72532451	right	chr17
72538092	73020791	left	chr17
73038187	73193239	left	chr17
73199019	73733837	right	chr17
73739717	73757190	left	chr17
73768543	73820399	right	chr17
73826130	73889450	left	chr17
73895032	73963810	right	chr17
73969806	74067230	left	chr17
74073061	74172551	right	chr17
74178259	74391399	left	chr17
74408186	74420067	right	chr17
74425634	74638596	left	chr17
74649974	74718851	right	chr17
74724726	74753590	left	chr17
74770430	74782203	left	chr17
74787778	74966383	right	chr17
74971879	75363045	left	chr17
75368554	75386086	right	chr17
75391642	75466233	left	chr17
75471914	75506654	right	chr17
75512560	75598768	left	chr17
75604587	75759853	right	chr17
75765319	75788544	left	chr17
75799785	75857674	right	chr17
75863262	75874937	left	chr17
75880648	75932041	right	chr17
75937745	76081833	left	chr17
76087559	76219952	right	chr17
76231232	76311525	left	chr17
76317412	76432357	right	chr17
76438225	76616340	left	chr17
76621986	76731530	right	chr17
76737374	76760435	left	chr17
76765774	76806205	right	chr17
76817449	76892240	left	chr17
76898051	77030653	right	chr17
77036274	77122288	left	chr17
77128193	77220206	right	chr17
77225768	77375244	left	chr17
77380945	77456133	right	chr17
77461465	77484952	left	chr17
77496073	77594139	right	chr17
77599491	77628676	left	chr17
77634262	77703313	right	chr17
77709119	77783610	left	chr17
77789311	77881582	right	chr17
77898742	78214803	right	chr17
78220459	78232181	left	chr17
78237990	78375749	right	chr17
78381900	78674987	left	chr17
78680746	78703570	right	chr17
78709525	78772685	left	chr17
78778299	79129211	right	chr17
79146167	79324660	right	chr17
79330507	79353463	left	chr17
79359183	79399279	right	chr17
79405347	79434180	left	chr17
79439433	79531884	right	chr17
79537317	79750420	left	chr17
79756081	79790270	right	chr17
79801876	79917172	left	chr17
79922485	79985795	right	chr17
79991583	80026210	left	chr17
80032081	80043556	right	chr17
80055124	80187216	right	chr17
80192865	80710716	left	chr17
80716002	80762387	right	chr17
80768093	80940567	left	chr17
80946274	81038050	right	chr17
81043667	81216587	left	chr17
81222342	81256771	right	chr17
81262348	81348843	left	chr17
81354188	81469385	right	chr17
81486615	81567184	left	chr17
81573052	81613004	right	chr17
81618724	81722359	left	chr17
81728061	81843253	right	chr17
81848767	81883720	left	chr17
81894874	81923927	left	chr17
81935144	82078889	right	chr17
82084480	82107611	left	chr17
82113496	82124890	right	chr17
82142292	82538739	right	chr17
82544608	82659513	left	chr17
82665544	82803693	right	chr17
82809400	82889482	left	chr17
82895363	82981660	right	chr17
82987587	83045164	left	chr17
83050890	83085003	right	chr17
83090835	83136992	left	chr17
83142460	83246085	right	chr17
83252087	83367144	left	chr17
83372883	83447496	right	chr17
83453269	83476058	left	chr17
83481687	83568189	right	chr17
83573818	83757779	left	chr17
83763438	83844413	right	chr17
83849888	83924604	left	chr17
83930588	83941828	right	chr17
83947507	84097320	left	chr17
84102932	84114645	right	chr17
84120215	84160421	left	chr17
84165952	84195036	right	chr17
84200517	84344597	left	chr17
84355732	84436679	right	chr17
84442168	84540173	left	chr17
84545869	84563173	right	chr17
84568862	84770145	left	chr17
84775671	85183823	right	chr17
85189542	85206981	left	chr17
85212641	85339314	right	chr17
85344709	85373654	left	chr17
85379182	85488526	right	chr17
85494520	85563391	left	chr17
85568920	85655454	right	chr17
85661231	85775994	left	chr17
85781940	85799379	right	chr17
85816195	85833900	right	chr17
85839309	86017531	left	chr17
86023171	86281994	right	chr17
86287694	86403195	left	chr17
86408674	86425877	right	chr17
86431747	86471900	left	chr17
86477774	86592494	right	chr17
86598212	86707792	left	chr17
86713365	86748067	right	chr17
86753632	86782450	left	chr17
86788067	86909057	right	chr17
86914678	86943666	left	chr17
86949386	86972463	right	chr17
86978053	87086974	left	chr17
87098574	87179045	right	chr17
87185152	87340329	left	chr17
87345930	87357653	right	chr17
87363316	87408975	left	chr17
87426639	87443844	left	chr17
87449595	87529983	right	chr17
87535512	87570250	left	chr17
87576154	87685419	right	chr17
87691115	87834868	left	chr17
87846392	87880701	left	chr17
87892401	87949476	right	chr17
87955525	88633786	left	chr17
88639783	88680188	right	chr17
88685660	88811994	left	chr17
88818116	88938584	right	chr17
88944258	89070901	left	chr17
89076570	89163002	right	chr17
89168855	89191616	left	chr17
89197500	89341327	right	chr17
89358272	89444527	left	chr17
89462013	89576725	right	chr17
89582416	89651823	left	chr17
89657341	89761124	right	chr17
89766696	89979633	left	chr17
89985317	90077346	right	chr17
90082955	90203936	left	chr17
90209652	90353333	right	chr17
90359099	90439717	left	chr17
90445194	90456595	right	chr17
90462608	90548617	left	chr17
90554515	90888127	right	chr17
90893769	91233221	left	chr17
91250102	91267620	right	chr17
91278761	91348071	left	chr17
91353440	91468761	right	chr17
91474386	91566223	left	chr17
91572238	91756210	right	chr17
91761904	91934510	left	chr17
91940412	92038068	right	chr17
92049396	92141406	left	chr17
92147405	92239353	right	chr17
92250436	92394523	left	chr17
92400403	92722269	right	chr17
92728134	93044327	left	chr17
93061362	93412283	right	chr17
93423895	93607652	left	chr17
93613354	93705288	right	chr17
93711185	93740150	left	chr17
93745563	93849343	right	chr17
93854900	94027481	left	chr17
94033157	94142450	right	chr17
94148033	94245896	left	chr17
3064808	3513315	right	chr18
3519240	3542412	left	chr18
3548175	3616897	right	chr18
3628500	3812431	left	chr18
3829731	3858678	right	chr18
3864253	4037053	left	chr18
4048278	4157368	right	chr18
4163053	4180531	left	chr18
4203420	4220584	left	chr18
4232089	4370509	right	chr18
4375862	4732812	left	chr18
4738017	4784209	right	chr18
4789762	4945539	left	chr18
4951125	5180879	right	chr18
5186782	5279004	left	chr18
5284276	5364961	right	chr18
5370556	5612136	left	chr18
5617825	6147063	right	chr18
6152866	6181769	left	chr18
6193141	6222047	left	chr18
6227558	6313834	right	chr18
6319302	6521057	left	chr18
6526566	6555177	right	chr18
6560789	6641729	left	chr18
6647240	6779563	right	chr18
6785482	7084287	left	chr18
7090136	7210781	right	chr18
7216292	7412036	left	chr18
7417751	7647589	right	chr18
7653583	8119361	left	chr18
8124916	8148124	right	chr18
8153620	8331956	left	chr18
8337855	8475630	right	chr18
8481373	8596645	left	chr18
8602284	8740133	right	chr18
8751881	8792126	left	chr18
8797615	8941616	right	chr18
8958506	9229231	right	chr18
9234507	9338115	left	chr18
9344049	9493745	right	chr18
9504896	9539593	left	chr18
9545482	9666006	right	chr18
9671687	9694779	left	chr18
9706328	9718017	right	chr18
9723373	9746444	left	chr18
9752194	10028206	right	chr18
10034092	10062961	left	chr18
10068738	10172056	right	chr18
10177558	10275633	left	chr18
10281085	10390606	right	chr18
10396352	10453592	left	chr18
10459474	10522889	right	chr18
10528385	10643652	left	chr18
10649443	10752896	right	chr18
10758621	10775669	left	chr18
10781417	10902397	right	chr18
10908075	11063301	left	chr18
11068889	11092288	right	chr18
11097653	11381814	left	chr18
11387961	11491416	right	chr18
11496937	11669385	left	chr18
11675225	11841964	right	chr18
11847608	11859364	left	chr18
11876695	11899732	left	chr18
11905114	12118275	right	chr18
12123942	12244643	left	chr18
12278801	12302130	right	chr18
12307660	12555252	left	chr18
12560904	12699048	right	chr18
12715931	12975046	right	chr18
12980647	13382833	left	chr18
13388574	13463468	right	chr18
13469164	13555774	left	chr18
13572761	13630473	right	chr18
13641732	13843074	left	chr18
13848716	13866292	right	chr18
13877377	13900370	right	chr18
13906292	13980998	left	chr18
13986571	14067160	right	chr18
14073134	14119161	left	chr18
14124543	14205240	right	chr18
14210985	14303255	left	chr18
14308858	14440982	right	chr18
14446780	14521557	left	chr18
14527157	14561766	right	chr18
14567417	14636489	left	chr18
14642380	14768632	right	chr18
14774449	14907052	left	chr18
14918353	15015990	right	chr18
15021779	15136828	left	chr18
15142731	15240090	right	chr18
15246242	15464762	left	chr18
15475796	15550644	right	chr18
15567979	15654328	right	chr18
15659816	15775045	left	chr18
15780941	16016563	right	chr18
16022291	16102735	left	chr18
16108737	16315791	right	chr18
16321314	16378775	left	chr18
16396224	16539823	right	chr18
16545245	16648930	left	chr18
16654703	16775707	right	chr18
16781414	17270262	left	chr18
17275704	17437028	right	chr18
17459728	17689973	left	chr18
17707073	17850997	right	chr18
17856742	17954489	left	chr18
17960223	18092083	right	chr18
18097749	18350918	left	chr18
18356970	18529109	right	chr18
18534905	18655890	left	chr18
18661665	18776442	right	chr18
18788119	18811009	right	chr18
18822622	18839725	left	chr18
18845508	18954943	right	chr18
18960723	19098802	left	chr18
19104331	19173518	right	chr18
19179144	19340181	left	chr18
19345890	19639129	right	chr18
19661880	19811355	left	chr18
19817034	19903600	right	chr18
19920947	19995403	left	chr18
20001219	20524493	right	chr18
20530123	20565031	left	chr18
20570509	20696950	right	chr18
20702741	20777400	left	chr18
20783183	20886672	right	chr18
20898457	21300865	left	chr18
21306648	21323679	right	chr18
21329429	21484838	left	chr18
21501813	21623037	right	chr18
21628392	21755279	left	chr18
21760950	21800959	right	chr18
21806743	21996387	left	chr18
22002450	22128693	right	chr18
22134254	22266810	left	chr18
22272492	22341506	right	chr18
22353197	22456465	left	chr18
22462096	22537272	right	chr18
22560250	22600142	left	chr18
22606072	22674856	right	chr18
22680624	22830082	left	chr18
22836021	22939777	right	chr18
22945328	23083421	left	chr18
23089059	23186707	right	chr18
23192742	23290319	left	chr18
23296077	23393965	right	chr18
23399720	23474464	left	chr18
23480174	24100896	right	chr18
24106982	24262017	left	chr18
24267650	24284879	right	chr18
24290922	24457365	left	chr18
24463297	24583849	right	chr18
24589597	24946100	left	chr18
24952111	24974969	right	chr18
24980531	25072969	left	chr18
25078413	25095631	right	chr18
25101681	25187974	left	chr18
25222243	25268223	left	chr18
25274171	25486747	right	chr18
25492574	25791436	left	chr18
25797248	25877614	right	chr18
25883369	26038789	left	chr18
26044378	26199846	right	chr18
26211140	26314644	left	chr18
26320602	26406563	right	chr18
26412527	26516112	left	chr18
26527621	26642576	right	chr18
26648498	26803776	left	chr18
26826481	26941804	right	chr18
26947092	27016527	left	chr18
27021913	27102491	right	chr18
27108129	27332679	left	chr18
27338447	27436015	right	chr18
27447722	27660393	left	chr18
27666026	27775266	right	chr18
27781210	27890088	left	chr18
27901666	28056894	right	chr18
28062859	28137521	left	chr18
28143310	28229385	right	chr18
28235433	28344314	left	chr18
28350309	28534334	right	chr18
28540247	28637568	left	chr18
28643519	28741362	right	chr18
28747184	28844967	left	chr18
28850410	29011455	right	chr18
29017439	29034382	left	chr18
29040016	29057571	right	chr18
29063268	29149520	left	chr18
29160005	29205855	right	chr18
29211511	29395701	left	chr18
29401383	29481865	right	chr18
29487780	29608218	left	chr18
29614338	29689114	right	chr18
29694758	29763821	left	chr18
29769228	29890261	right	chr18
29896082	30022503	left	chr18
30028292	30085901	right	chr18
30091214	30194900	left	chr18
30200692	30292904	right	chr18
30309616	30338637	right	chr18
30361759	30396262	left	chr18
30401722	30522699	right	chr18
30528488	30603390	left	chr18
30608924	30683594	right	chr18
30689461	30833056	left	chr18
30838932	30925144	right	chr18
30930694	31011598	left	chr18
31022894	31189535	right	chr18
31195464	31229875	left	chr18
31235685	31660972	right	chr18
31666680	31764816	left	chr18
31770247	31874121	right	chr18
31879846	31948507	left	chr18
31954232	32040446	right	chr18
32046419	32276423	left	chr18
32282059	32293607	right	chr18
32299214	32661897	left	chr18
32678704	32828301	right	chr18
32834277	32949364	left	chr18
32955062	33133213	right	chr18
33138829	33357289	left	chr18
33369020	33466535	right	chr18
33472326	33541412	left	chr18
33553046	33949881	right	chr18
33955598	33978631	left	chr18
34006993	34110444	right	chr18
34116480	34179656	left	chr18
34185242	34306231	right	chr18
34311667	34346204	left	chr18
34352224	34427058	right	chr18
34432634	34513031	left	chr18
34518996	34691383	right	chr18
34697104	34771938	left	chr18
34777836	34817853	right	chr18
34823350	34932799	left	chr18
34938599	35013607	right	chr18
35019227	35053427	left	chr18
35059535	35134366	right	chr18
35139784	35312435	left	chr18
35318304	35444894	right	chr18
35450571	35559724	left	chr18
35565296	35588417	right	chr18
35593973	35720571	left	chr18
35732323	35847289	right	chr18
35852660	35939013	left	chr18
35944630	36042518	right	chr18
36048348	36157614	left	chr18
36163547	36255542	right	chr18
36261297	36272852	left	chr18
36283989	36387854	left	chr18
36393220	36491128	right	chr18
36496981	36588992	left	chr18
36594355	36686441	right	chr18
36692579	37238465	left	chr18
37249954	37324783	right	chr18
37342006	37382642	left	chr18
37387849	38095329	right	chr18
38100919	38192962	left	chr18
38198619	38331336	right	chr18
38336980	38497844	left	chr18
38503841	38613098	right	chr18
38618467	38682045	left	chr18
